City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Alta Floresta,-9.8756,-56.0861,84.6,55,29,7.07,BR,2021-09-29 21:22:02
295,Hami,42.8,93.45,64.51,21,14,6.89,CN,2021-09-29 21:22:02
296,Gualeguay,-33.1416,-59.3097,69.12,65,5,11.92,AR,2021-09-29 21:22:02
297,Moorhead,46.8739,-96.7676,87.98,35,1,8.99,US,2021-09-29 21:18:49
298,Oksfjord,70.2396,22.3479,40.12,87,13,5.3,NO,2021-09-29 21:22:03
299,Port Lincoln,-34.7333,135.8667,55.17,89,24,10.69,AU,2021-09-29 21:22:03
300,Sarangani,5.4033,125.4636,83.12,73,99,3.91,PH,2021-09-29 21:22:03
301,Pachino,36.7186,15.0907,71.64,74,0,7.54,IT,2021-09-29 21:22:04
302,Luderitz,-26.6481,15.1594,57.24,81,94,17.69,NA,2021-09-29 21:22:05
303,Brokopondo,4.75,-55.1667,87.69,56,34,1.9,SR,2021-09-29 21:22:07
304,Panuco,22.05,-98.1667,89.78,53,30,9.1,MX,2021-09-29 21:17:19
305,Pimentel,-6.8367,-79.9342,70.09,64,0,17.27,PE,2021-09-29 21:22:07
306,Port Hardy,50.6996,-127.4199,55.58,76,90,13.8,CA,2021-09-29 21:22:07
307,Iguape,-24.7081,-47.5553,70.12,88,21,9.48,BR,2021-09-29 21:22:08
308,Norman Wells,65.282,-126.8329,37.44,56,20,2.3,CA,2021-09-29 21:22:08
309,Touros,-5.1989,-35.4608,79.7,81,11,16.31,BR,2021-09-29 21:22:08
310,Portland,45.5234,-122.6762,68.27,61,75,1.01,US,2021-09-29 21:21:12
311,Kaa-Khem,51.6833,94.7333,37.08,44,83,4.34,RU,2021-09-29 21:22:08
312,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,82.31,76,95,3.42,BR,2021-09-29 21:22:09
313,Bam,29.106,58.357,82.36,11,1,5.68,IR,2021-09-29 21:22:10
314,Prince Rupert,54.3161,-130.3201,53.69,79,90,13.8,CA,2021-09-29 21:18:40
315,Havre-Saint-Pierre,50.2334,-63.5986,55.76,67,40,4.61,CA,2021-09-29 21:22:10
316,Lucapa,-8.4192,20.7447,70.02,84,100,2.68,AO,2021-09-29 21:22:10
317,Abu Dhabi,24.4667,54.3667,89.71,70,0,3.44,AE,2021-09-29 21:19:17
318,Barra Do Garcas,-15.89,-52.2567,91.15,29,88,5.61,BR,2021-09-29 21:19:10
319,Turayf,31.6725,38.6637,71.85,46,0,9.22,SA,2021-09-29 21:22:11
320,Makokou,0.5738,12.8642,70.45,98,100,0.76,GA,2021-09-29 21:22:11
321,Los Llanos De Aridane,28.6585,-17.9182,71.13,63,90,17.27,ES,2021-09-29 21:22:11
322,Mabaruma,8.2,-59.7833,82.49,73,93,5.99,GY,2021-09-29 21:22:12
323,Tezu,27.9167,96.1667,73.27,87,15,3.15,IN,2021-09-29 21:22:12
324,Sona,45.4388,10.8255,67.32,77,0,4.61,IT,2021-09-29 21:22:12
325,Chicama,-7.8447,-79.1469,63.14,67,96,10.04,PE,2021-09-29 21:20:13
326,Methoni,36.8197,21.7049,72.21,76,57,8.5,GR,2021-09-29 21:22:13
327,Haines Junction,60.7522,-137.5108,37.35,60,99,1.14,CA,2021-09-29 21:22:13
328,Jerome,42.7241,-114.5186,60.35,37,1,7.0,US,2021-09-29 21:22:13
329,Linqiong,30.4159,103.4609,71.42,81,39,3.27,CN,2021-09-29 21:22:13
330,Eyl,7.9803,49.8164,79.52,74,16,16.98,SO,2021-09-29 21:22:14
331,Grindavik,63.8424,-22.4338,40.95,87,75,16.11,IS,2021-09-29 21:22:14
332,Putina,-15.4667,-69.4333,54.75,47,0,20.31,PE,2021-09-29 21:22:14
333,Yarmouth,41.7057,-70.2286,63.18,75,90,20.0,US,2021-09-29 21:22:15
334,Chernyshevskiy,63.0128,112.4714,24.87,88,38,1.95,RU,2021-09-29 21:19:57
335,Tuatapere,-46.1333,167.6833,47.82,76,96,10.22,NZ,2021-09-29 21:19:03
336,Pitimbu,-7.4706,-34.8086,79.39,82,86,12.64,BR,2021-09-29 21:22:15
337,Kembe,4.6228,21.8865,73.15,87,87,3.6,CF,2021-09-29 21:22:16
338,Ganzhou,28.8184,115.4327,72.14,88,82,4.29,CN,2021-09-29 21:22:16
339,Mumbwa,-14.9783,27.0619,75.79,26,51,4.54,ZM,2021-09-29 21:22:16
340,Buala,-8.145,159.5921,81.84,81,90,9.93,SB,2021-09-29 21:22:17
341,Trincomalee,8.5711,81.2335,80.22,79,100,10.2,LK,2021-09-29 21:22:17
342,Ossora,59.2353,163.0719,23.45,75,3,9.06,RU,2021-09-29 21:22:17
343,Choma,-16.8065,26.9531,74.53,27,23,4.23,ZM,2021-09-29 21:22:17
344,Berlevag,70.8578,29.0864,42.6,89,57,2.24,NO,2021-09-29 21:19:31
345,Manta,-0.95,-80.7333,75.99,74,89,16.26,EC,2021-09-29 21:19:03
346,Bolkhov,53.4433,36.0044,40.33,83,92,4.25,RU,2021-09-29 21:22:18
347,Aklavik,68.2191,-135.0107,32.72,75,89,5.1,CA,2021-09-29 21:22:18
348,Verkhnyaya Inta,65.9811,60.3094,40.44,86,100,15.61,RU,2021-09-29 21:22:18
349,Umea,63.8284,20.2597,46.9,93,90,0.0,SE,2021-09-29 21:22:19
350,Yatou,37.15,122.3833,62.6,89,0,3.02,CN,2021-09-29 21:22:19
351,Thaba-Tseka,-29.522,28.6084,50.14,85,100,1.43,LS,2021-09-29 21:22:19
352,Magdalena,14.1999,121.429,82.24,96,39,1.92,PH,2021-09-29 21:22:19
353,Tutoia,-2.7619,-42.2744,79.99,82,18,9.1,BR,2021-09-29 21:22:20
354,Paso De Los Toros,-32.8167,-56.5167,63.95,78,2,14.25,UY,2021-09-29 21:18:42
355,Muyezerskiy,63.9333,31.65,40.59,95,91,4.05,RU,2021-09-29 21:22:20
356,Det Udom,14.906,105.0784,78.62,95,10,4.12,TH,2021-09-29 21:22:20
357,Great Yarmouth,52.6083,1.7305,50.25,72,4,16.11,GB,2021-09-29 21:22:21
358,Kondinskoye,59.6481,67.41,33.03,88,70,5.97,RU,2021-09-29 21:22:21
359,Mehamn,71.0357,27.8492,45.61,90,39,3.29,NO,2021-09-29 21:22:21
360,Lima,-12.0432,-77.0282,62.85,89,90,1.01,PE,2021-09-29 21:17:30
361,Nadym,65.5333,72.5167,33.57,85,88,10.94,RU,2021-09-29 21:22:21
362,Angol,-37.8,-72.7167,61.32,47,79,7.83,CL,2021-09-29 21:22:22
363,Trairi,-3.2778,-39.2689,79.63,82,7,11.52,BR,2021-09-29 21:17:53
364,Moron,-34.6534,-58.6198,69.94,74,1,4.0,AR,2021-09-29 21:22:22
365,Moyale,3.5167,39.0584,74.26,44,85,3.51,KE,2021-09-29 21:22:22
366,Storforshei,66.4043,14.5233,53.38,57,75,13.8,NO,2021-09-29 21:22:23
367,Samarai,-10.6167,150.6667,79.11,88,54,14.38,PG,2021-09-29 21:22:23
368,Puerto El Triunfo,13.2833,-88.55,86.16,73,100,6.53,SV,2021-09-29 21:22:23
369,Polonnaruwa,7.9333,81.0,78.39,70,100,5.32,LK,2021-09-29 21:17:44
370,Carauari,-4.8828,-66.8958,85.03,65,100,3.4,BR,2021-09-29 21:22:23
371,Shirgaon,19.7,72.7,79.2,88,100,12.3,IN,2021-09-29 21:22:24
372,Harnosand,62.6323,17.9379,52.0,94,98,11.92,SE,2021-09-29 21:22:24
373,Ukiah,39.1502,-123.2078,85.12,31,1,3.44,US,2021-09-29 21:22:24
374,Belmonte,-15.8631,-38.8828,77.5,80,0,8.34,BR,2021-09-29 21:22:25
375,Yerbogachen,61.2767,108.0108,22.5,93,20,0.78,RU,2021-09-29 21:19:57
376,Thompson,55.7435,-97.8558,71.76,53,75,5.75,CA,2021-09-29 21:22:25
377,High Level,58.5169,-117.136,53.71,62,75,6.91,CA,2021-09-29 21:22:25
378,Chitral,35.8462,71.7858,70.56,65,0,1.19,PK,2021-09-29 21:22:25
379,Teotitlan,18.1319,-97.0767,86.22,51,48,1.7,MX,2021-09-29 21:22:26
380,Ocampo,21.65,-101.5,68.95,55,61,5.44,MX,2021-09-29 21:22:26
381,Kutna Hora,49.9484,15.2682,58.5,82,0,2.3,CZ,2021-09-29 21:22:26
382,San Policarpo,12.1791,125.5072,78.53,88,100,4.63,PH,2021-09-29 21:22:26
383,Opuwo,-18.0607,13.84,69.51,29,9,5.21,NA,2021-09-29 21:22:27
384,Ponta Delgada,37.7333,-25.6667,72.32,88,20,4.61,PT,2021-09-29 21:19:37
385,Havelock,34.8791,-76.9013,84.43,75,75,5.99,US,2021-09-29 21:22:27
386,Cleburne,32.3476,-97.3867,92.01,47,1,10.36,US,2021-09-29 21:22:27
387,Lata,40.1629,-8.3327,62.08,90,83,1.97,PT,2021-09-29 21:22:28
388,Melsungen,51.1333,9.55,51.06,90,3,8.39,DE,2021-09-29 21:22:28
389,Kulhudhuffushi,6.6221,73.07,81.63,77,20,11.32,MV,2021-09-29 21:22:28
390,Alghero,40.5589,8.3181,69.89,73,40,2.3,IT,2021-09-29 21:22:28
391,At-Bashi,41.1702,75.8106,47.39,33,0,1.61,KG,2021-09-29 21:22:29
392,Hokitika,-42.7167,170.9667,50.32,64,76,11.27,NZ,2021-09-29 21:22:29
393,Cayenne,4.9333,-52.3333,81.09,80,20,1.99,GF,2021-09-29 21:22:29
394,Bonwapitse,-23.0766,26.7037,77.7,36,5,19.57,BW,2021-09-29 21:22:30
395,Karatau,43.1667,70.4667,58.53,44,0,6.62,KZ,2021-09-29 21:22:30
396,Kemijarvi,66.7131,27.4306,46.2,80,100,4.65,FI,2021-09-29 21:22:30
397,Palmer,42.1584,-72.3287,63.32,60,75,1.01,US,2021-09-29 21:22:30
398,Rio Brilhante,-21.8019,-54.5464,94.28,23,89,4.99,BR,2021-09-29 21:22:31
399,Nieuw Nickerie,5.95,-56.9833,82.98,72,37,11.23,SR,2021-09-29 21:22:31
400,Sao Joao Da Barra,-21.6403,-41.0511,77.09,83,38,13.2,BR,2021-09-29 21:22:31
401,Taylorville,39.5489,-89.2945,87.87,48,1,4.61,US,2021-09-29 21:19:09
402,Liuli,-11.0833,34.6333,79.47,58,18,3.36,TZ,2021-09-29 21:22:32
403,Broome,42.2506,-75.833,63.01,67,90,1.01,US,2021-09-29 21:22:32
404,Copiapo,-27.3667,-70.3333,55.09,28,2,7.2,CL,2021-09-29 21:22:32
405,Teya,60.3778,92.6267,32.76,81,84,1.43,RU,2021-09-29 21:22:33
406,Sucua,-2.4667,-78.1667,77.74,64,75,2.3,EC,2021-09-29 21:19:05
407,Ojinaga,29.5667,-104.4167,91.58,22,1,9.22,MX,2021-09-29 21:22:33
408,Rabo De Peixe,37.8,-25.5833,71.11,88,20,4.61,PT,2021-09-29 21:22:33
409,Novokizhinginsk,51.6115,109.5917,29.62,88,76,8.39,RU,2021-09-29 21:22:33
410,Businga,3.3333,20.8833,74.14,82,97,1.21,CD,2021-09-29 21:22:34
411,Sao Filipe,14.8961,-24.4956,79.41,81,67,4.97,CV,2021-09-29 21:22:34
412,Antofagasta,-23.65,-70.4,60.08,73,12,5.57,CL,2021-09-29 21:22:34
413,Hovd,48.0056,91.6419,41.95,49,84,1.9,MN,2021-09-29 21:22:35
414,Ahipara,-35.1667,173.1667,57.99,75,64,12.19,NZ,2021-09-29 21:19:44
415,Linhares,-19.3911,-40.0722,74.95,72,2,11.18,BR,2021-09-29 21:22:35
416,Dwarka,22.2394,68.9678,81.52,85,100,16.67,IN,2021-09-29 21:22:35
417,Katsuura,35.1333,140.3,71.19,75,100,6.44,JP,2021-09-29 21:22:35
418,Srandakan,-7.9386,110.2506,58.73,89,99,4.25,ID,2021-09-29 21:22:36
419,Burshtyn,49.2587,24.6278,50.11,59,4,13.58,UA,2021-09-29 21:22:36
420,Banepa,27.6298,85.5214,68.32,94,75,2.3,NP,2021-09-29 21:22:36
421,Ust-Kulom,61.6864,53.6902,41.0,85,100,4.41,RU,2021-09-29 21:22:37
422,Pidhaytsi,49.2685,25.1334,50.04,62,2,14.09,UA,2021-09-29 21:22:37
423,Kununurra,-15.7667,128.7333,73.38,83,71,3.44,AU,2021-09-29 21:18:29
424,Tolaga Bay,-38.3667,178.3,58.53,63,87,13.06,NZ,2021-09-29 21:22:37
425,Longyearbyen,78.2186,15.6401,35.44,87,75,3.44,SJ,2021-09-29 21:19:27
426,Sungaipenuh,-2.0833,101.3833,64.89,99,100,2.62,ID,2021-09-29 21:22:38
427,Angoche,-16.2325,39.9086,75.38,85,0,8.99,MZ,2021-09-29 21:22:38
428,Xining,36.6167,101.7667,50.7,54,27,2.3,CN,2021-09-29 21:22:38
429,Saint Anthony,45.0205,-93.218,86.31,50,1,3.0,US,2021-09-29 21:22:39
430,Tadine,-21.55,167.8833,72.12,75,99,16.35,NC,2021-09-29 21:22:39
431,Teacapan,22.55,-105.75,85.48,64,2,8.57,MX,2021-09-29 21:21:19
432,Reyes,-14.3167,-67.3833,91.56,75,20,0.0,BO,2021-09-29 21:22:39
433,Sal Rei,16.1833,-22.9167,81.16,79,100,7.94,CV,2021-09-29 21:22:40
434,Beaverlodge,55.2166,-119.4361,56.55,37,100,7.92,CA,2021-09-29 21:22:40
435,Henties Bay,-22.116,14.2845,54.86,92,0,7.0,NA,2021-09-29 21:22:40
436,Evensk,61.95,159.2333,29.79,50,0,5.77,RU,2021-09-29 21:22:41
437,Xam Nua,20.4197,104.0439,65.77,98,2,1.52,LA,2021-09-29 21:22:41
438,Necochea,-38.5473,-58.7368,66.04,69,0,14.09,AR,2021-09-29 21:22:41
439,Markova,48.6758,24.4138,44.83,86,3,3.65,UA,2021-09-29 21:22:42
440,Acajutla,13.5928,-89.8275,83.95,74,96,6.49,SV,2021-09-29 21:22:42
441,Cabedelo,-6.9811,-34.8339,79.47,82,38,14.2,BR,2021-09-29 21:18:29
442,Pokhara,28.2333,83.9833,69.28,93,55,1.83,NP,2021-09-29 21:22:42
443,San Juan,-31.5375,-68.5364,77.72,9,37,4.5,AR,2021-09-29 21:20:44
444,Kletskaya,49.3145,43.0584,44.35,54,5,3.53,RU,2021-09-29 21:22:43
445,Harper,4.375,-7.7169,76.8,89,100,7.36,LR,2021-09-29 21:22:43
446,Atasu,48.6814,71.6433,42.44,76,7,5.44,KZ,2021-09-29 21:22:43
447,Peru,40.7537,-86.0689,84.92,36,1,4.61,US,2021-09-29 21:17:55
448,Mbanza-Ngungu,-5.25,14.8667,76.33,61,95,4.94,CD,2021-09-29 21:22:43
449,Lakes Entrance,-37.8811,147.981,58.15,98,100,8.55,AU,2021-09-29 21:22:44
450,Nakapiripirit,1.9167,34.7833,74.08,54,97,1.19,UG,2021-09-29 21:22:44
451,Omsukchan,62.5333,155.8,19.63,69,9,4.34,RU,2021-09-29 21:22:44
452,Vieksniai,56.2333,22.5167,47.17,67,100,13.33,LT,2021-09-29 21:22:44
453,Sorong,-0.8833,131.25,78.85,86,100,3.56,ID,2021-09-29 21:22:45
454,Bauchi,10.5,10.0,73.09,86,90,2.04,NG,2021-09-29 21:22:45
455,Trinidad,-14.8333,-64.9,89.58,66,75,6.91,BO,2021-09-29 21:22:45
456,Gavrilovka Vtoraya,52.877,42.7663,40.32,72,31,5.35,RU,2021-09-29 21:22:45
457,Marawi,7.9986,124.2928,68.65,90,100,2.95,PH,2021-09-29 21:22:46
458,Voi,-3.3945,38.563,71.98,81,72,11.48,KE,2021-09-29 21:22:46
459,Aban,56.67,96.06,29.28,93,11,5.79,RU,2021-09-29 21:22:46
460,Rocha,-34.4833,-54.3333,57.24,78,0,12.68,UY,2021-09-29 21:22:47
461,Sisimiut,66.9395,-53.6735,33.01,60,100,4.43,GL,2021-09-29 21:22:47
462,Wamba,8.9333,8.6,72.1,94,100,1.48,NG,2021-09-29 21:22:47
463,Erdenet,49.0333,104.0833,27.75,71,2,3.18,MN,2021-09-29 21:22:47
464,Orlik,52.5178,99.825,29.34,49,0,2.98,RU,2021-09-29 21:22:48
465,Sarakhs,36.5449,61.1577,68.14,40,2,2.3,IR,2021-09-29 21:22:48
466,Paso De Carrasco,-34.8603,-56.0522,64.85,78,0,11.5,UY,2021-09-29 21:22:48
467,Calhoun,42.2506,-85.0005,78.62,38,1,0.0,US,2021-09-29 21:22:49
468,Nouakchott,18.0858,-15.9785,80.53,86,0,16.42,MR,2021-09-29 21:22:49
469,Kupang,-10.1667,123.5833,75.78,83,20,5.75,ID,2021-09-29 21:17:51
470,Fairbanks,64.8378,-147.7164,28.22,81,90,0.0,US,2021-09-29 21:17:54
471,Lasa,46.6166,10.7002,56.28,89,80,4.59,IT,2021-09-29 21:18:17
472,Chaozhou,23.6651,116.6379,78.66,86,0,1.52,CN,2021-09-29 21:22:49
473,Porto Walter,-8.2686,-72.7439,80.38,64,94,2.73,BR,2021-09-29 21:22:50
474,Karpogory,64.0019,44.4451,44.13,89,96,6.26,RU,2021-09-29 21:22:50
475,Port Lavaca,28.615,-96.6261,87.3,66,1,5.75,US,2021-09-29 21:22:50
476,Rosh Pinna,32.9689,35.5426,66.61,81,0,2.51,IL,2021-09-29 21:22:51
477,Zaraza,9.3503,-65.3245,88.07,57,98,2.13,VE,2021-09-29 21:22:51
478,Boulder,40.0833,-105.3505,60.21,90,90,13.8,US,2021-09-29 21:21:04
479,Ilulissat,69.2167,-51.1,20.84,76,100,4.27,GL,2021-09-29 21:22:51
480,Hirara,24.8,125.2833,82.87,74,14,12.44,JP,2021-09-29 21:22:51
481,Sarkand,45.41,79.9186,57.22,49,94,3.22,KZ,2021-09-29 21:22:52
482,Mechetinskaya,46.7713,40.456,43.92,85,7,1.79,RU,2021-09-29 21:22:52
483,Kyra,49.5776,111.9753,25.86,79,14,5.68,RU,2021-09-29 21:22:52
484,Almaznyy,48.0448,40.045,42.94,58,6,7.14,RU,2021-09-29 21:22:53
485,Makasar,-5.14,119.4221,73.45,94,20,2.3,ID,2021-09-29 21:22:53
486,Polunochnoye,60.8697,60.4153,29.05,90,8,3.02,RU,2021-09-29 21:22:53
487,Asau,46.4333,26.4,51.28,89,7,1.59,RO,2021-09-29 21:22:53
488,Haapiti,-17.5667,-149.8667,82.13,69,0,16.91,PF,2021-09-29 21:22:54
489,Locri,38.2414,16.2623,75.81,83,0,8.41,IT,2021-09-29 21:22:54
490,Iracoubo,5.4802,-53.2011,82.22,75,37,8.97,GF,2021-09-29 21:20:32
491,Najran,17.4924,44.1277,75.85,27,55,0.94,SA,2021-09-29 21:22:54
492,Bac Lieu,9.285,105.7244,80.17,82,100,4.92,VN,2021-09-29 21:22:55
493,Phalombe,-15.8064,35.6507,79.2,34,68,4.94,MW,2021-09-29 21:22:55
494,Kismayo,-0.3582,42.5454,77.2,89,93,12.57,SO,2021-09-29 21:22:55
495,Road Town,18.4167,-64.6167,86.04,66,20,4.61,VG,2021-09-29 21:22:55
496,Rawson,-43.3002,-65.1023,72.27,22,100,17.05,AR,2021-09-29 21:20:15
497,Kalakamati,-20.5929,27.3121,76.08,31,28,15.95,BW,2021-09-29 21:22:56
498,Shasta Lake,40.6804,-122.3708,84.07,15,12,1.01,US,2021-09-29 21:22:56
499,Pombia,45.653,8.6336,66.13,83,0,6.91,IT,2021-09-29 21:22:56
500,Chifeng,42.2683,118.9636,51.96,70,47,1.83,CN,2021-09-29 21:22:57
501,Aktau,43.65,51.2,43.38,56,47,12.03,KZ,2021-09-29 21:22:57
502,Kakamigahara,35.4167,136.8667,71.15,85,32,3.31,JP,2021-09-29 21:22:57
503,Carora,10.1755,-70.0827,84.52,51,100,3.8,VE,2021-09-29 21:22:57
504,Maniitsoq,65.4167,-52.9,34.21,62,100,3.0,GL,2021-09-29 21:22:58
505,Sarankhola,22.3082,89.7897,75.94,96,93,4.07,BD,2021-09-29 21:22:58
506,Mezhova,48.2532,36.7347,44.78,61,18,8.48,UA,2021-09-29 21:22:58
507,Bama,11.5221,13.6856,80.37,68,91,5.14,NG,2021-09-29 21:22:58
508,Tromso,69.6496,18.957,42.39,93,0,1.14,NO,2021-09-29 21:22:59
509,Izumrud,57.0788,61.3993,24.8,83,90,4.85,RU,2021-09-29 21:22:59
510,Soyo,-6.1349,12.3689,76.35,81,61,7.58,AO,2021-09-29 21:22:59
511,Maniwaki,46.3834,-75.966,55.94,62,100,6.91,CA,2021-09-29 21:18:45
512,Bahia Honda,22.9036,-83.1592,83.17,71,41,10.07,CU,2021-09-29 21:23:00
513,Ostersund,63.1792,14.6357,47.61,93,90,13.8,SE,2021-09-29 21:23:00
514,Yerofey Pavlovich,53.9667,121.9667,32.29,91,100,3.89,RU,2021-09-29 21:23:00
515,Ibra,22.6906,58.5334,84.63,49,100,3.85,OM,2021-09-29 21:23:01
516,Kailua,21.4022,-157.7394,87.78,78,75,8.05,US,2021-09-29 21:22:05
517,Burgeo,47.6167,-57.6152,58.51,97,100,7.2,CA,2021-09-29 21:23:01
518,Timra,62.487,17.3257,51.67,92,90,10.36,SE,2021-09-29 21:23:01
519,Simao,22.7886,100.9748,66.6,86,71,1.16,CN,2021-09-29 21:23:02
520,Bocaiuva,-17.1078,-43.815,91.11,31,86,5.03,BR,2021-09-29 21:23:02
521,Ribeira Brava,32.65,-17.0667,72.23,71,13,8.72,PT,2021-09-29 21:23:02
522,Lamu,-2.2717,40.902,77.22,89,52,14.7,KE,2021-09-29 21:23:02
523,Berck,50.4,1.6,57.18,51,40,11.5,FR,2021-09-29 21:23:03
524,Hay River,60.8156,-115.7999,49.98,76,75,5.75,CA,2021-09-29 21:23:03
525,Yumen,40.2833,97.2,58.59,23,100,8.95,CN,2021-09-29 21:23:03
526,Shihezi,44.3,86.0333,59.25,32,11,2.48,CN,2021-09-29 21:23:04
527,Carutapera,-1.195,-46.02,78.58,81,26,6.8,BR,2021-09-29 21:19:34
528,Calatayud,41.3535,-1.6432,68.58,64,45,3.29,ES,2021-09-29 21:23:04
529,Hanzhong,33.0728,107.0303,64.71,93,95,0.36,CN,2021-09-29 21:23:04
530,Ballina,-28.8667,153.5667,59.77,100,75,10.36,AU,2021-09-29 21:23:04
531,Cidreira,-30.1811,-50.2056,64.26,86,57,15.43,BR,2021-09-29 21:19:48
532,Eston,51.1501,-108.7514,68.13,26,15,8.3,CA,2021-09-29 21:23:05
533,Ndungu,-4.3667,38.05,70.43,90,31,1.61,TZ,2021-09-29 21:23:05
534,Porto Santo,33.072,-16.3415,71.98,60,75,14.97,PT,2021-09-29 21:23:05
535,Lavrentiya,65.5833,-171.0,33.93,83,100,9.69,RU,2021-09-29 21:23:06
536,Kilindoni,-7.9139,39.6668,77.86,77,66,13.8,TZ,2021-09-29 21:23:06
537,Peno,56.9262,32.7426,38.97,90,100,2.82,RU,2021-09-29 21:23:06
538,Lyuban,52.7985,28.0048,45.3,70,89,6.87,BY,2021-09-29 21:23:07
539,Yashkul,46.1711,45.3435,49.19,49,62,7.92,RU,2021-09-29 21:23:07
540,Atherton,53.5237,-2.4935,50.43,86,67,1.01,GB,2021-09-29 21:23:07
541,Safaga,26.7292,33.9365,82.74,37,0,18.61,EG,2021-09-29 21:23:07
542,Kombissiri,12.0656,-1.3375,84.18,64,46,8.32,BF,2021-09-29 21:23:08
543,La Asuncion,11.0333,-63.8628,96.53,49,36,6.91,VE,2021-09-29 21:23:08
544,Kysyl-Syr,63.8986,122.7617,24.82,95,10,3.8,RU,2021-09-29 21:19:46
545,Ornskoldsvik,63.2909,18.7153,49.82,100,90,4.61,SE,2021-09-29 21:23:08
546,Lipari,38.4674,14.954,75.78,74,3,10.49,IT,2021-09-29 21:23:09
547,Kidal,18.4411,1.4078,94.48,19,62,8.43,ML,2021-09-29 21:23:09
548,Asyut,27.181,31.1837,78.13,36,0,8.61,EG,2021-09-29 21:23:09
549,Khandyga,62.6667,135.6,34.32,54,100,4.76,RU,2021-09-29 21:23:09
550,Nanortalik,60.1432,-45.2371,36.12,68,3,9.08,GL,2021-09-29 21:23:10
551,Grootfontein,-19.5667,18.1167,71.17,18,18,4.61,NA,2021-09-29 21:23:10
552,Wonthaggi,-38.6044,145.5913,57.43,97,100,15.14,AU,2021-09-29 21:23:10
